,ADM0_NAME,ADM1_NAME,ADM2_NAME,CITY,COMMENTS,CONF_IMAGE,GLOBALID,IMGNAME,ISO3,NAME,SOURCE,SOURCE2,SOURCE2_DT,SOURCE_DT,SPA_ACC,TYPE,OBJECTID,country_code,sdr_id,sdr_name,sdr_level
85,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,e4ed4ad4-1ec7-4f34-9202-9a36f0b0d8c1,87.jpeg,LBR,The Redeemed Christian Church of God,Google,DigitalGlobe,September 2014,September 2014,1,Church,87,LR,5580,Greater Monrovia,ADM2
86,Liberia,Montserrado,Greater Monrovia,Monrovia,Has a mission school,Confirmed,89d870f6-f8c9-470d-8c1f-e4141dae365b,88.jpeg,LBR,St. Peters Lutheran Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,88,LR,5580,Greater Monrovia,ADM2
87,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,d2e033ad-c170-4d38-945c-e0beed6fe120,89.jpeg,LBR,Philadelphia Church Liberia,Google,DigitalGlobe,September 2014,September 2014,1,Church,89,LR,5580,Greater Monrovia,ADM2
88,Liberia,Montserrado,Greater Monrovia,Monrovia,Baptist,Assessed,a69e2a83-9972-4610-a444-5151d1efa056,90.jpeg,LBR,Providence Baptist Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,90,LR,5580,Greater Monrovia,ADM2
89,Liberia,Margibi,Firestone,Harbel,999999,Unconfirmed,2b3f5bb2-0677-4133-a327-caa6852a9fbc,91.jpeg,LBR,Harbels Community Church,GeoNames,999999,999999,September 2014,3,Church,91,LR,5559,Firestone,ADM2
90,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,740dc47c-59bc-4fd4-b49b-d6a40cdf4f5c,92.jpeg,LBR,City of Truth Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,92,LR,5580,Greater Monrovia,ADM2
91,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,a82aa3fc-1c17-474f-a120-84ffc16acfc1,93.jpeg,LBR,Garden of Prayer Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,93,LR,5580,Greater Monrovia,ADM2
92,Liberia,Nimba,Yarmein,Yekepa,Methodist,Assessed,e2987028-54b3-4bbb-958e-70a40897e4d4,94.jpeg,LBR,Yekepa United Methodist Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,94,LR,5644,Yarmein,ADM2
93,Liberia,Montserrado,Greater Monrovia,Monrovia,Baptist,Assessed,f0a00497-3ac4-4e3f-abf2-3c859a0039e1,95.jpeg,LBR,Calvary Baptist Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,95,LR,5580,Greater Monrovia,ADM2
94,Liberia,Nimba,Garr Bain,Ganta,999999,Assessed,438eebeb-91e9-417f-946a-7128db6551a9,96.jpeg,LBR,Royal Community Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,96,LR,0,,
95,Liberia,Montserrado,Greater Monrovia,Monrovia,Catholic,Assessed,3b0ff6ca-4e4d-40e1-8a4f-0ad9883be977,97.jpeg,LBR,St. Edward Catholic Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,97,LR,5580,Greater Monrovia,ADM2
96,Liberia,Montserrado,Greater Monrovia,Monrovia,Baptist,Assessed,f8fa570c-3eae-4196-a8a1-bf30914db185,98.jpeg,LBR,Restoration Baptist Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,98,LR,5580,Greater Monrovia,ADM2
97,Liberia,Montserrado,Greater Monrovia,Monrovia,Catholic,Assessed,36357805-8882-4b19-a218-13cb3091f7e3,99.jpeg,LBR,St. Kizito Catholic Church ,Google,DigitalGlobe,September 2014,September 2014,1,Church,99,LR,5580,Greater Monrovia,ADM2
98,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,ef6a7aae-0faf-4f8d-887e-309a3d639827,100.jpeg,LBR,Apostolic Faith Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,100,LR,5580,Greater Monrovia,ADM2
99,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,12f60f64-2121-4f06-81fb-010b6d8ccdb3,101.jpeg,LBR,AGM Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,101,LR,5580,Greater Monrovia,ADM2
100,Liberia,Grand Bassa,District #2,Suanbli,999999,Assessed,cbaf70c7-3a24-4f1e-b7e8-11e2cefa8b04,102.jpeg,LBR,Church of the Lord Jesus Christ,Google,DigitalGlobe,September 2014,September 2014,1,Church,102,LR,77130,District #2,ADM2
101,Liberia,Grand Bassa,Neekreen,Buchanan,999999,Assessed,62a76d80-42c0-4987-9e45-2d2aa504bee7,103.jpeg,LBR,True Jesus Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,103,LR,5604,Neekreen,ADM2
102,Liberia,Grand Bassa,Commonwealth B,Buchanan,Catholic Church,Confirmed,96750f71-733f-4d52-a528-4d7a4d9d30b5,104.jpeg,LBR,999999,Google,DigitalGlobe,September 2014,September 2014,1,Church,104,LR,10715,Commonwealth B,ADM2
103,Liberia,Margibi,Kakata,Kakata,999999,Assessed,d116d4cd-f1fe-4540-a009-e266ddf2f9ff,105.jpeg,LBR,Whenney Town Community Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,105,LR,5589,Kakata,ADM2
104,Liberia,Nimba,Garr Bain,Ganta,Baptist,Assessed,aafe7319-0d21-4255-a4b3-2cb20d25dad6,106.jpeg,LBR,Triumpet Baptist Mission Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,106,LR,0,,
105,Liberia,Margibi,Kakata,Kakata,999999,Assessed,40085094-8190-4666-84d8-e4877b918641,107.jpeg,LBR,Walkerfarm Community Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,107,LR,5589,Kakata,ADM2
106,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,5ecf2ad5-6fd3-4cbf-907f-716b2e43caea,108.jpeg,LBR,Team Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,108,LR,5580,Greater Monrovia,ADM2
107,Liberia,Nimba,Sanniquellie Mahn,Sanniquellie,Baptist,Assessed,2eec0628-3ec9-4026-af14-29ed242dfdc5,109.jpeg,LBR,Ebeneezer Baptist Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,109,LR,5620,Sanniquellie Mahn,ADM2
108,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,c64026a4-f2bd-4bdc-b966-1e4b13cdc45b,110.jpeg,LBR,Monrovia Christian Fellowship Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,110,LR,5580,Greater Monrovia,ADM2
109,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,1a2dc8ad-aacf-4059-bca2-1504d5272062,111.jpeg,LBR,Wheinzon Community Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,111,LR,5580,Greater Monrovia,ADM2
110,Liberia,Grand Gedeh,Tchien,Zwedru,999999,Assessed,befc934f-b01a-4486-a640-6b6032d14d83,112.jpeg,LBR,Mandingo,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Mosque,112,LR,5628,Tchien,ADM2
111,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,cd15f87d-d7ce-46db-9412-a4f72d8b8434,113.jpeg,LBR,Archdiocese of Liberia,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,113,LR,5580,Greater Monrovia,ADM2
112,Liberia,Grand Cape Mount,Golakonneh,Masating,Part of the Masating Leper Colony,Assessed,fe180028-84ee-4338-9504-e99b87905181,114.jpeg,LBR,Masating Church,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,114,LR,5577,Golakonneh,ADM2
113,Liberia,Margibi,Kakata,Kakata,999999,Assessed,f55de5e2-21f1-41cb-9844-197b9b9fd01e,115.jpeg,LBR,Evening Star Church,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,115,LR,5589,Kakata,ADM2
114,Liberia,Margibi,Kakata,Kakata,999999,Assessed,31f000c3-c4b8-425e-9536-189771f698c8,116.jpeg,LBR,Saint Augustine Church,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,116,LR,5589,Kakata,ADM2
115,Liberia,Montserrado,Careysburg,999999,999999,Assessed,dba1ad20-9dee-45be-bd7e-2a7e0ec1103e,117.jpeg,LBR,999999,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,999999,117,LR,5542,Careysburg,ADM2
116,Liberia,Grand Gedeh,Tchien,Zwedru,Baptist Church,Confirmed,3224a823-7dfe-4bfd-9ced-0b0599fa5d73,118.jpeg,LBR,999999,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,118,LR,5628,Tchien,ADM2
117,Liberia,Grand Gedeh,Tchien,Zwedru,999999,Assessed,b25f3a77-e806-4f63-9482-26a5b50b1222,119.jpeg,LBR,Assemblies of God,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,119,LR,5628,Tchien,ADM2
118,Liberia,Grand Gedeh,Tchien,Zwedru,Catholic Church,Assessed,01aed3b8-0576-498b-90f8-c915bb100b4d,120.jpeg,LBR,999999,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,120,LR,5628,Tchien,ADM2
119,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,f1a43443-6778-4c01-87c8-97af8e64015f,121.jpeg,LBR,Good Shepherd,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,121,LR,5580,Greater Monrovia,ADM2
120,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,24470362-49ad-4e1d-866c-6167db4d956b,122.jpeg,LBR,Mansonic Temple,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Temple,122,LR,5580,Greater Monrovia,ADM2
121,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,d5b5654a-7c48-4e71-8c94-f3b805758edb,123.jpeg,LBR,Episcopal Church,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Church,123,LR,5580,Greater Monrovia,ADM2
122,Liberia,Montserrado,Greater Monrovia,Monrovia,Archdiocesan Center,Assessed,124f9084-8cb4-46be-9333-6b9c4aeb599d,124.jpeg,LBR,Archdiocesan Pastoral Center,Wikimapia,DigitalGlobe,September 2014,September 2014,1,999999,124,LR,5580,Greater Monrovia,ADM2
123,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,9fd53c15-9c17-4213-8312-37ae58a574bb,125.jpeg,LBR,Church of the Pentecost,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,125,LR,5580,Greater Monrovia,ADM2
124,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,0a9752c6-64b4-41b8-a50c-3c087aeca618,126.jpeg,LBR,Liberian Missions Incorporated,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Mission,126,LR,5580,Greater Monrovia,ADM2
125,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,55076f1b-3675-4ca8-99b3-b57d171a6328,127.jpeg,LBR,999999,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,999999,127,LR,5580,Greater Monrovia,ADM2
126,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,abe15f57-0aa3-4a69-a371-b4d6a3bc62f9,128.jpeg,LBR,Bible Way,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,999999,128,LR,5580,Greater Monrovia,ADM2
127,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,2eeade3f-7b00-4145-873f-a086a67f91c2,129.jpeg,LBR,Clinton Yard Mosque,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Mosque,129,LR,5580,Greater Monrovia,ADM2
128,Liberia,Bong,Salala,Totota,999999,Assessed,d8fdea1f-0e1d-41ee-a7ad-2d9253203c59,130.jpeg,LBR,St. John Lutheran Church,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,130,LR,5617,Salala,ADM2
129,Liberia,Grand Cape Mount,Commonwealth C,Robertsport,999999,Assessed,72fc55c0-4037-4a11-a3b1-3992f698ee19,131.jpeg,LBR,Saint Johns Episcopal Church,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,131,LR,10716,Commonwealth C,ADM2
130,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,e124d588-a3f9-4d89-b739-5d21a3d9f34e,132.jpeg,LBR,United Methodist,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,132,LR,5580,Greater Monrovia,ADM2
131,Liberia,Montserrado,Greater Monrovia,Monrovia,Has a school attached to it,Assessed,67f8d412-22f5-488b-9f7b-ca2410477a9c,133.jpeg,LBR,Effort Baptist Church,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,133,LR,5580,Greater Monrovia,ADM2
132,Liberia,Nimba,Yarmein,Yekepa,999999,Assessed,31c2d906-678e-4107-95d6-ce9f699a7d2e,134.jpeg,LBR,999999,OpenStreetMap,DigitalGlobe,September 2014,September 2014,1,Church,134,LR,5644,Yarmein,ADM2
133,Liberia,Montserrado,Greater Monrovia,Monrovia,Jehovah hall,Assessed,9647c3d9-0507-47c9-8347-bb15c63d49ff,135.jpeg,LBR,Christian Congregation of Jehovahs Witnesses,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Church,135,LR,5580,Greater Monrovia,ADM2
134,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Confirmed,ce40cb08-6ea3-4f0a-aa46-7bbfec9675c2,136.jpeg,LBR,United Methodist Church,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Church,136,LR,5580,Greater Monrovia,ADM2
135,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Confirmed,2bc0b017-d2f8-4690-b442-22bbbbba8d38,137.jpeg,LBR,Cathedral of the Sacred Heart of Jesus,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Church,137,LR,5580,Greater Monrovia,ADM2
136,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Confirmed,9f0cc4b1-8f2d-45dd-aeda-e41af7959201,138.jpeg,LBR,Newport Street Mosque,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Mosque,138,LR,5580,Greater Monrovia,ADM2
137,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,e00e949d-9631-4481-a58e-109e956ac827,139.jpeg,LBR,999999,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Church,139,LR,5580,Greater Monrovia,ADM2
138,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,cc1f6bc6-6c70-41d2-8899-d506a8bead08,140.jpeg,LBR,Bethel Church,Wikimapia,DigitalGlobe,September 2014,September 2014,1,Church,140,LR,5580,Greater Monrovia,ADM2
139,Liberia,Gbarpolu,Gbarma,999999,999999,Unconfirmed,ed25ffa3-6bec-42f6-a2eb-06c9b93f79b4,141.jpeg,LBR,Zuo Mission,GeoNames,999999,999999,September 2014,3,Mission,141,LR,5567,Gbarma,ADM2
140,Liberia,Sinoe,Jeadepo,Jadit,999999,Unconfirmed,213debdf-a2d7-4d14-9578-0bc31fa5cd5c,142.jpeg,LBR,Worfree Mission,GeoNames,999999,999999,September 2014,3,Mission,142,LR,5584,Jeadepo,ADM2
141,Liberia,Maryland,Karluway #2,Nyanwroke,999999,Unconfirmed,39709557-0a4a-420f-83d5-10575caa8bc0,143.jpeg,LBR,Wissi Mission,GeoNames,999999,999999,September 2014,3,Mission,143,LR,0,,
142,Liberia,Bomi,Suehn Mecca,Be Suawo,999999,Unconfirmed,31c6f765-2390-4600-8c1a-a49bdc028b81,144.jpeg,LBR,Suehn Mission,GeoNames,999999,999999,September 2014,3,Mission,144,LR,5627,Suehn Mecca,ADM2
143,Liberia,Rivercess,Zartlahn,999999,999999,Unconfirmed,c1ed446c-fcec-49d0-9ace-a5c477fa0d4d,145.jpeg,LBR,Standard Open Bible Mission,GeoNames,999999,999999,September 2014,3,Mission,145,LR,0,,
144,Liberia,Bong,Fuamah,Nyenyen,999999,Unconfirmed,9389cd0f-270d-4b8e-8cbd-605debfab4ba,146.jpeg,LBR,Saint Marks Mission,GeoNames,999999,999999,September 2014,3,Mission,146,LR,5562,Fuamah,ADM2
145,Liberia,Grand Cape Mount,Commonwealth C,Robertsport,999999,Unconfirmed,6bcb8f45-645d-4b00-966f-f629ae065d0b,147.jpeg,LBR,Saint Johns Episcopal Mission,GeoNames,999999,999999,September 2014,3,Mission,147,LR,10716,Commonwealth C,ADM2
146,Liberia,Margibi,Kakata,Kakata,999999,Unconfirmed,6e0731ba-4bfc-47fb-ac35-8a939b8117a1,148.jpeg,LBR,Saint Christopher Church,GeoNames,999999,999999,September 2014,3,Church,148,LR,5589,Kakata,ADM2
147,Liberia,Grand Bassa,District #4,Zondobli,999999,Unconfirmed,233387bb-00a0-452f-9e26-083fe8532d6c,149.jpeg,LBR,Mid-Liberian Mission,GeoNames,999999,999999,September 2014,3,Mission,149,LR,0,,
148,Liberia,Grand Bassa,Commonwealth B,Buchanan,999999,Unconfirmed,5e098ba9-7927-4e29-9e3f-23c439dd9622,150.jpeg,LBR,Mary Sharpe Methodist Church,GeoNames,999999,999999,September 2014,3,Church,150,LR,10715,Commonwealth B,ADM2
149,Liberia,Maryland,Karluway #2,Manolu,999999,Unconfirmed,eb2091c8-40ce-4a8b-83b7-7940a2049b0a,151.jpeg,LBR,Manolu Mission,GeoNames,999999,999999,September 2014,3,Mission,151,LR,0,,
150,Liberia,Gbarpolu,Bopolu,999999,999999,Unconfirmed,e4867a90-4447-4dd8-9ed6-820f6df2e15f,152.jpeg,LBR,Lot Carey Mission,GeoNames,999999,999999,September 2014,3,Mission,152,LR,5538,Bopolu,ADM2
151,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Unconfirmed,709f4ac8-3a25-4243-b62e-a7fa143c1020,153.jpeg,LBR,Liberian Soul Mission,GeoNames,999999,999999,September 2014,3,Mission,153,LR,5580,Greater Monrovia,ADM2
152,Liberia,Margibi,Firestone,Harbel,999999,Unconfirmed,690defab-0932-4abd-a2f0-e5c908790f84,154.jpeg,LBR,Harbel Chapel,GeoNames,999999,999999,September 2014,3,Church,154,LR,5559,Firestone,ADM2
153,Liberia,Nimba,Twan River,Garplay,999999,Unconfirmed,feef35b8-1752-440f-8a71-cd19ce11ca3d,155.jpeg,LBR,Gaple Mission,GeoNames,999999,999999,September 2014,3,Mission,155,LR,5636,Twan River,ADM2
154,Liberia,Nimba,Garr Bain,Ganta,999999,Unconfirmed,b367b5cf-b902-489e-9d3a-4287ab2a83e0,156.jpeg,LBR,Gahnpa Methodist Mission,GeoNames,999999,999999,September 2014,3,Mission,156,LR,0,,
155,Liberia,Grand Bassa,District #4,Joe Maggi Town,999999,Unconfirmed,59963601-2090-48ce-9d5d-8c7c1ec0b3f0,157.jpeg,LBR,Daniel Foster Mission,GeoNames,999999,999999,September 2014,3,Mission,157,LR,0,,
156,Liberia,Montserrado,St. Paul River,Bromley,999999,Unconfirmed,95b37f40-50c7-48fc-abb9-26cbc12b55f0,158.jpeg,LBR,Bromley Mission,GeoNames,999999,999999,September 2014,3,Mission,158,LR,5625,St. Paul River,ADM2
157,Liberia,Margibi,Mambah Kaba,Sopwe Town,999999,Unconfirmed,31bca054-b68a-429a-adf3-5b3bf4fe77ec,159.jpeg,LBR,Boys Town Mission,GeoNames,999999,999999,September 2014,3,Mission,159,LR,5601,Mambah Kaba,ADM2
158,Liberia,Grand Cape Mount,Garwula,Bendu,999999,Unconfirmed,fb5114bd-0f2d-4180-8d5b-ed1e9735e923,160.jpeg,LBR,Bendu Industrial Mission,GeoNames,999999,999999,September 2014,3,Mission,160,LR,5565,Garwula,ADM2
159,Liberia,Maryland,Karluway #2,999999,999999,Unconfirmed,83b579c4-bcc2-49a9-90a2-09837985cbdd,161.jpeg,LBR,Bamake Mission,GeoNames,999999,999999,September 2014,3,Mission,161,LR,0,,
160,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,2aabd999-6df2-476d-8467-25f4e58e9eaf,162.jpeg,LBR,Old Road Kingdom Hall of Jehovahs Witnesses,Google,DigitalGlobe,September 2014,September 2014,1,Church,162,LR,5580,Greater Monrovia,ADM2
161,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,cfb0afdc-786a-4496-aaaa-7baa5a4717af,163.jpeg,LBR,Power of God Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,163,LR,5580,Greater Monrovia,ADM2
162,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,9d4d8ad7-953f-429b-bc5b-dfc1696aa387,164.jpeg,LBR,Kingdom Hall of Jehovahs Witnesses,Google,DigitalGlobe,September 2014,September 2014,1,Church,164,LR,5580,Greater Monrovia,ADM2
163,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,43116b76-e634-4237-b2fb-a17f46aa86a0,165.jpeg,LBR,Maranatha Apostolic Pentecostal Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,165,LR,5580,Greater Monrovia,ADM2
164,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,71acb1e3-ef23-43c3-8135-2c09d8cb66e4,166.jpeg,LBR,Salvation Army Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,166,LR,5580,Greater Monrovia,ADM2
165,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,c226a5ac-bce8-49ae-b7bd-344b192efdf1,167.jpeg,LBR,Light House Full Gospel,Google,DigitalGlobe,September 2014,September 2014,1,Church,167,LR,5580,Greater Monrovia,ADM2
166,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,99aed597-8861-441b-a4df-899dab73618c,168.jpeg,LBR,Christopolis Christian Center,Google,DigitalGlobe,September 2014,September 2014,1,Church,168,LR,5580,Greater Monrovia,ADM2
167,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,d9ac8035-f08a-46bd-9155-bde23a070fe1,169.jpeg,LBR,Lakpazee Community Mosque,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,169,LR,5580,Greater Monrovia,ADM2
168,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,45a6e601-23c3-46c6-9fd5-b88ecfdc49f0,170.jpeg,LBR,Matadi Central Mosque,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,170,LR,5580,Greater Monrovia,ADM2
169,Liberia,Montserrado,St. Paul River,Voyou,999999,Assessed,fafb8bb9-49a0-45ef-bb84-7edaf540fe74,171.jpeg,LBR,Ahmadiyya Mosque,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,171,LR,5625,St. Paul River,ADM2
170,Liberia,Bomi,Senjeh,Tubmanburg,999999,Assessed,2e9f57aa-eebd-4cab-8377-c6c2093057a4,172.jpeg,LBR,Ahmadiyya Mosque Tumbanburg,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,172,LR,5624,Senjeh,ADM2
171,Liberia,Nimba,Yarmein,Yekepa,999999,Assessed,298f7af8-b4d4-475a-896b-71f1a62ed963,173.jpeg,LBR,Yekepa Mosque,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,173,LR,5644,Yarmein,ADM2
172,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,ab52b828-d4f5-42cf-802a-dc69f3d3b18f,174.jpeg,LBR,Light Mennonite Church,Google,DigitalGlobe,September 2014,September 2014,1,Church,174,LR,5580,Greater Monrovia,ADM2
173,Liberia,Montserrado,Greater Monrovia,Monrovia,999999,Assessed,808a374d-62ba-4060-918b-906d12ea444a,175.jpeg,LBR,United Dawah Ummah,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,175,LR,5580,Greater Monrovia,ADM2
174,Liberia,Margibi,Mambah Kaba,Duazon,999999,Assessed,a4657191-7a7f-4e84-a5cd-0655a048e173,176.jpeg,LBR,Gospel Harvest,Google,DigitalGlobe,September 2014,September 2014,1,Church,176,LR,5601,Mambah Kaba,ADM2
175,Liberia,Grand Bassa,Commonwealth B,Buchanan,999999,Assessed,1250c136-6ca6-4aa4-ba78-34815a2580a9,177.jpeg,LBR,999999,Google,DigitalGlobe,September 2014,September 2014,1,Mosque,177,LR,10715,Commonwealth B,ADM2
176,Liberia,Bong,Jorquelleh,Gbarnga,999999,Confirmed,20496a52-f3f6-4ca8-ab10-a833ff491897,178.jpeg,LBR,Cathedral of the Holy Spirit,GCatholic,DigitalGlobe,September 2014,July 2014,1,Church,178,LR,5587,Jorquelleh,ADM2
